utilization.type,state,year,quarter,suppression,proper_ndc,gennme,prodnme,numberrx,yearQuarter
FFSU,TX,2019,2,T,00069046856,Varenicline,CHANTIX,0,2019.25
FFSU,OR,2019,3,T,00069046856,Varenicline,CHANTIX,0,2019.5
FFSU,WA,2019,1,T,00069046856,Varenicline,CHANTIX,0,2019
MCOU,IA,2019,1,T,00069046856,Varenicline,CHANTIX,0,2019
MCOU,ND,2019,3,T,00069046856,Varenicline,CHANTIX,0,2019.5
FFSU,WV,2019,1,T,00069046856,Varenicline,CHANTIX,0,2019
FFSU,SC,2019,3,T,00069046856,Varenicline,CHANTIX,0,2019.5
FFSU,MN,2019,3,T,00069046856,Varenicline,CHANTIX,0,2019.5
FFSU,WV,2019,3,T,00069046856,Varenicline,CHANTIX,0,2019.5
MCOU,CO,2019,2,T,00069046856,Varenicline,CHANTIX,0,2019.25
FFSU,MN,2019,1,T,00069046856,Varenicline,CHANTIX,0,2019
MCOU,DE,2019,4,T,00069046856,Varenicline,CHANTIX,0,2019.75
FFSU,MI,2019,2,F,00069046856,Varenicline,CHANTIX,31,2019.25
FFSU,WI,2019,2,F,00069046856,Varenicline,CHANTIX,149,2019.25
FFSU,MT,2019,2,F,00069046856,Varenicline,CHANTIX,42,2019.25
MCOU,CO,2019,3,F,00069046856,Varenicline,CHANTIX,12,2019.5
FFSU,AR,2019,2,F,00069046856,Varenicline,CHANTIX,40,2019.25
FFSU,CO,2019,1,F,00069046856,Varenicline,CHANTIX,49,2019
FFSU,MD,2019,3,F,00069046856,Varenicline,CHANTIX,188,2019.5
FFSU,KY,2019,4,T,00069046856,Varenicline,CHANTIX,0,2019.75
MCOU,MN,2019,1,F,00069046856,Varenicline,CHANTIX,101,2019
MCOU,IA,2019,3,F,00069046856,Varenicline,CHANTIX,30,2019.5
FFSU,OK,2019,2,F,00069046856,Varenicline,CHANTIX,43,2019.25
FFSU,OH,2019,2,F,00069046856,Varenicline,CHANTIX,30,2019.25
FFSU,OH,2019,4,F,00069046856,Varenicline,CHANTIX,40,2019.75
MCOU,HI,2019,3,F,00069046856,Varenicline,CHANTIX,16,2019.5
MCOU,AZ,2019,3,F,00069046856,Varenicline,CHANTIX,124,2019.5
MCOU,DC,2019,3,F,00069046856,Varenicline,CHANTIX,20,2019.5
FFSU,AL,2019,4,T,00069046856,Varenicline,CHANTIX,0,2019.75
MCOU,MS,2019,4,F,00069046856,Varenicline,CHANTIX,19,2019.75
MCOU,ND,2019,4,T,00069046856,Varenicline,CHANTIX,0,2019.75
MCOU,MS,2019,2,F,00069046856,Varenicline,CHANTIX,25,2019.25
FFSU,OH,2019,1,F,00069046856,Varenicline,CHANTIX,22,2019
MCOU,DE,2019,2,F,00069046856,Varenicline,CHANTIX,14,2019.25
FFSU,VT,2019,3,F,00069046856,Varenicline,CHANTIX,34,2019.5
FFSU,OR,2019,4,T,00069046856,Varenicline,CHANTIX,0,2019.75
MCOU,FL,2019,1,F,00069046856,Varenicline,CHANTIX,229,2019
FFSU,MO,2019,1,F,00069046856,Varenicline,CHANTIX,110,2019
FFSU,MN,2019,2,F,00069046856,Varenicline,CHANTIX,14,2019.25
FFSU,MT,2019,4,F,00069046856,Varenicline,CHANTIX,54,2019.75
FFSU,ID,2019,4,F,00069046856,Varenicline,CHANTIX,18,2019.75
MCOU,NJ,2019,1,F,00069046856,Varenicline,CHANTIX,148,2019
FFSU,FL,2019,4,F,00069046856,Varenicline,CHANTIX,16,2019.75
FFSU,OK,2019,1,F,00069046856,Varenicline,CHANTIX,37,2019
FFSU,VT,2019,2,F,00069046856,Varenicline,CHANTIX,38,2019.25
MCOU,IN,2019,3,F,00069046856,Varenicline,CHANTIX,249,2019.5
FFSU,MN,2019,4,F,00069046856,Varenicline,CHANTIX,17,2019.75
FFSU,NC,2019,2,F,00069046856,Varenicline,CHANTIX,109,2019.25
FFSU,SD,2019,4,T,00069046856,Varenicline,CHANTIX,0,2019.75
FFSU,TN,2019,3,F,00069046856,Varenicline,CHANTIX,75,2019.5
FFSU,NY,2019,2,F,00069046856,Varenicline,CHANTIX,92,2019.25
MCOU,NM,2019,3,F,00069046856,Varenicline,CHANTIX,54,2019.5
FFSU,WV,2019,4,T,00069046856,Varenicline,CHANTIX,0,2019.75
FFSU,OK,2019,3,F,00069046856,Varenicline,CHANTIX,33,2019.5
MCOU,NJ,2019,2,F,00069046856,Varenicline,CHANTIX,152,2019.25
FFSU,WI,2019,3,F,00069046856,Varenicline,CHANTIX,167,2019.5
MCOU,HI,2019,1,F,00069046856,Varenicline,CHANTIX,23,2019
MCOU,PA,2019,1,F,00069046856,Varenicline,CHANTIX,355,2019
MCOU,MN,2019,3,F,00069046856,Varenicline,CHANTIX,113,2019.5
FFSU,IN,2019,3,F,00069046856,Varenicline,CHANTIX,24,2019.5
MCOU,CA,2019,2,F,00069046856,Varenicline,CHANTIX,542,2019.25
MCOU,MI,2019,1,F,00069046856,Varenicline,CHANTIX,424,2019
FFSU,OH,2019,3,F,00069046856,Varenicline,CHANTIX,33,2019.5
FFSU,VT,2019,1,F,00069046856,Varenicline,CHANTIX,48,2019
FFSU,TN,2019,2,F,00069046856,Varenicline,CHANTIX,91,2019.25
FFSU,AR,2019,1,F,00069046856,Varenicline,CHANTIX,54,2019
FFSU,ID,2019,3,F,00069046856,Varenicline,CHANTIX,16,2019.5
FFSU,LA,2019,4,T,00069046856,Varenicline,CHANTIX,0,2019.75
MCOU,NM,2019,4,F,00069046856,Varenicline,CHANTIX,58,2019.75
FFSU,WI,2019,1,F,00069046856,Varenicline,CHANTIX,173,2019
MCOU,LA,2019,4,F,00069046856,Varenicline,CHANTIX,149,2019.75
MCOU,VA,2019,1,F,00069046856,Varenicline,CHANTIX,194,2019
MCOU,CO,2019,4,T,00069046856,Varenicline,CHANTIX,0,2019.75
FFSU,OK,2019,4,F,00069046856,Varenicline,CHANTIX,25,2019.75
FFSU,UT,2019,4,F,00069046856,Varenicline,CHANTIX,13,2019.75
FFSU,WA,2019,4,T,00069046856,Varenicline,CHANTIX,0,2019.75
FFSU,TN,2019,4,F,00069046856,Varenicline,CHANTIX,82,2019.75
FFSU,MO,2019,3,F,00069046856,Varenicline,CHANTIX,154,2019.5
FFSU,AR,2019,3,F,00069046856,Varenicline,CHANTIX,55,2019.5
FFSU,TX,2019,4,T,00069046856,Varenicline,CHANTIX,0,2019.75
MCOU,KS,2019,3,F,00069046856,Varenicline,CHANTIX,37,2019.5
MCOU,IA,2019,2,F,00069046856,Varenicline,CHANTIX,28,2019.25
MCOU,NM,2019,1,F,00069046856,Varenicline,CHANTIX,47,2019
FFSU,NJ,2019,4,T,00069046856,Varenicline,CHANTIX,0,2019.75
FFSU,PA,2019,4,T,00069046856,Varenicline,CHANTIX,0,2019.75
MCOU,RI,2019,2,F,00069046856,Varenicline,CHANTIX,57,2019.25
MCOU,LA,2019,3,F,00069046856,Varenicline,CHANTIX,141,2019.5
MCOU,GA,2019,1,F,00069046856,Varenicline,CHANTIX,19,2019
MCOU,NV,2019,3,F,00069046856,Varenicline,CHANTIX,21,2019.5
MCOU,LA,2019,1,F,00069046856,Varenicline,CHANTIX,167,2019
FFSU,MD,2019,2,F,00069046856,Varenicline,CHANTIX,223,2019.25
MCOU,DC,2019,2,F,00069046856,Varenicline,CHANTIX,22,2019.25
FFSU,MT,2019,1,F,00069046856,Varenicline,CHANTIX,40,2019
FFSU,IN,2019,4,F,00069046856,Varenicline,CHANTIX,13,2019.75
FFSU,GA,2019,1,F,00069046856,Varenicline,CHANTIX,47,2019
FFSU,NY,2019,4,F,00069046856,Varenicline,CHANTIX,99,2019.75
FFSU,MA,2019,1,F,00069046856,Varenicline,CHANTIX,121,2019
FFSU,GA,2019,3,F,00069046856,Varenicline,CHANTIX,52,2019.5
MCOU,UT,2019,4,T,00069046856,Varenicline,CHANTIX,0,2019.75
FFSU,NV,2019,4,F,00069046856,Varenicline,CHANTIX,37,2019.75
FFSU,CT,2019,3,F,00069046856,Varenicline,CHANTIX,288,2019.5
FFSU,SC,2019,4,T,00069046856,Varenicline,CHANTIX,0,2019.75
MCOU,WA,2019,2,F,00069046856,Varenicline,CHANTIX,158,2019.25
FFSU,MI,2019,4,F,00069046856,Varenicline,CHANTIX,26,2019.75
FFSU,IL,2019,4,T,00069046856,Varenicline,CHANTIX,0,2019.75
FFSU,ME,2019,3,F,00069046856,Varenicline,CHANTIX,428,2019.5
MCOU,SC,2019,3,F,00069046856,Varenicline,CHANTIX,38,2019.5
FFSU,MS,2019,4,T,00069046856,Varenicline,CHANTIX,0,2019.75
MCOU,MS,2019,3,F,00069046856,Varenicline,CHANTIX,18,2019.5
MCOU,RI,2019,4,F,00069046856,Varenicline,CHANTIX,32,2019.75
FFSU,RI,2019,4,T,00069046856,Varenicline,CHANTIX,0,2019.75
MCOU,LA,2019,2,F,00069046856,Varenicline,CHANTIX,179,2019.25
MCOU,MN,2019,4,F,00069046856,Varenicline,CHANTIX,107,2019.75
MCOU,NJ,2019,3,F,00069046856,Varenicline,CHANTIX,162,2019.5
MCOU,NE,2019,4,T,00069046856,Varenicline,CHANTIX,0,2019.75
FFSU,NC,2019,3,F,00069046856,Varenicline,CHANTIX,164,2019.5
FFSU,MA,2019,3,F,00069046856,Varenicline,CHANTIX,125,2019.5
FFSU,DC,2019,4,T,00069046856,Varenicline,CHANTIX,0,2019.75
FFSU,MO,2019,4,F,00069046856,Varenicline,CHANTIX,115,2019.75
MCOU,MN,2019,2,F,00069046856,Varenicline,CHANTIX,111,2019.25
FFSU,NY,2019,3,F,00069046856,Varenicline,CHANTIX,92,2019.5
FFSU,NV,2019,1,F,00069046856,Varenicline,CHANTIX,24,2019
FFSU,IN,2019,1,F,00069046856,Varenicline,CHANTIX,14,2019
MCOU,RI,2019,3,F,00069046856,Varenicline,CHANTIX,47,2019.5
MCOU,KY,2019,1,F,00069046856,Varenicline,CHANTIX,256,2019
MCOU,RI,2019,1,F,00069046856,Varenicline,CHANTIX,30,2019
FFSU,NV,2019,2,F,00069046856,Varenicline,CHANTIX,25,2019.25
FFSU,MD,2019,1,F,00069046856,Varenicline,CHANTIX,196,2019
FFSU,CO,2019,2,F,00069046856,Varenicline,CHANTIX,51,2019.25
FFSU,TN,2019,1,F,00069046856,Varenicline,CHANTIX,86,2019
MCOU,AZ,2019,1,F,00069046856,Varenicline,CHANTIX,126,2019
MCOU,AZ,2019,2,F,00069046856,Varenicline,CHANTIX,149,2019.25
FFSU,MT,2019,3,F,00069046856,Varenicline,CHANTIX,60,2019.5
FFSU,MO,2019,2,F,00069046856,Varenicline,CHANTIX,122,2019.25
MCOU,NY,2019,1,F,00069046856,Varenicline,CHANTIX,1136,2019
FFSU,AK,2019,1,F,00069046856,Varenicline,CHANTIX,21,2019
FFSU,ME,2019,2,F,00069046856,Varenicline,CHANTIX,473,2019.25
FFSU,ME,2019,1,F,00069046856,Varenicline,CHANTIX,345,2019
FFSU,MA,2019,2,F,00069046856,Varenicline,CHANTIX,179,2019.25
FFSU,CT,2019,1,F,00069046856,Varenicline,CHANTIX,242,2019
FFSU,NY,2019,1,F,00069046856,Varenicline,CHANTIX,94,2019
FFSU,MI,2019,1,F,00069046856,Varenicline,CHANTIX,35,2019
FFSU,NC,2019,1,F,00069046856,Varenicline,CHANTIX,127,2019
MCOU,IN,2019,2,F,00069046856,Varenicline,CHANTIX,249,2019.25
FFSU,MI,2019,3,F,00069046856,Varenicline,CHANTIX,24,2019.5
MCOU,NV,2019,1,F,00069046856,Varenicline,CHANTIX,22,2019
FFSU,DC,2019,1,F,00069046856,Varenicline,CHANTIX,19,2019
FFSU,NV,2019,3,F,00069046856,Varenicline,CHANTIX,29,2019.5
MCOU,SC,2019,2,F,00069046856,Varenicline,CHANTIX,32,2019.25
FFSU,GA,2019,2,F,00069046856,Varenicline,CHANTIX,46,2019.25
MCOU,NV,2019,2,F,00069046856,Varenicline,CHANTIX,16,2019.25
FFSU,AK,2019,2,F,00069046856,Varenicline,CHANTIX,15,2019.25
MCOU,KS,2019,1,F,00069046856,Varenicline,CHANTIX,31,2019
MCOU,IL,2019,2,F,00069046856,Varenicline,CHANTIX,151,2019.25
MCOU,VA,2019,3,F,00069046856,Varenicline,CHANTIX,216,2019.5
MCOU,OH,2019,4,F,00069046856,Varenicline,CHANTIX,377,2019.75
FFSU,WY,2019,3,T,00069046856,Varenicline,CHANTIX,0,2019.5
MCOU,KS,2019,4,F,00069046856,Varenicline,CHANTIX,28,2019.75
MCOU,IL,2019,3,F,00069046856,Varenicline,CHANTIX,186,2019.5
MCOU,TX,2019,3,F,00069046856,Varenicline,CHANTIX,237,2019.5
MCOU,TX,2019,4,F,00069046856,Varenicline,CHANTIX,187,2019.75
FFSU,CT,2019,2,F,00069046856,Varenicline,CHANTIX,237,2019.25
FFSU,ME,2019,4,F,00069046856,Varenicline,CHANTIX,402,2019.75
MCOU,OH,2019,2,F,00069046856,Varenicline,CHANTIX,425,2019.25
MCOU,AR,2019,4,T,00069046856,Varenicline,CHANTIX,0,2019.75
MCOU,NY,2019,2,F,00069046856,Varenicline,CHANTIX,1069,2019.25
MCOU,CA,2019,1,F,00069046856,Varenicline,CHANTIX,556,2019
MCOU,PA,2019,4,F,00069046856,Varenicline,CHANTIX,381,2019.75
MCOU,WA,2019,1,F,00069046856,Varenicline,CHANTIX,140,2019
MCOU,TX,2019,1,F,00069046856,Varenicline,CHANTIX,257,2019
MCOU,OH,2019,1,F,00069046856,Varenicline,CHANTIX,433,2019
MCOU,IL,2019,1,F,00069046856,Varenicline,CHANTIX,157,2019
FFSU,CA,2019,2,F,00069046856,Varenicline,CHANTIX,153,2019.25
MCOU,TX,2019,2,F,00069046856,Varenicline,CHANTIX,245,2019.25
FFSU,WY,2019,1,T,00069046856,Varenicline,CHANTIX,0,2019
MCOU,OH,2019,3,F,00069046856,Varenicline,CHANTIX,417,2019.5
MCOU,KS,2019,2,F,00069046856,Varenicline,CHANTIX,33,2019.25
MCOU,DE,2019,3,F,00069046856,Varenicline,CHANTIX,15,2019.5
MCOU,IL,2019,4,F,00069046856,Varenicline,CHANTIX,192,2019.75
FFSU,AK,2020,1,T,00069046856,Varenicline,CHANTIX,0,2020
FFSU,AK,2020,4,F,00069046856,Varenicline,CHANTIX,45,2020.75
FFSU,AK,2020,3,F,00069046856,Varenicline,CHANTIX,15,2020.5
FFSU,AK,2020,2,F,00069046856,Varenicline,CHANTIX,16,2020.25
FFSU,GA,2020,1,F,00069046856,Varenicline,CHANTIX,32,2020
FFSU,GA,2020,2,F,00069046856,Varenicline,CHANTIX,25,2020.25
FFSU,GA,2020,3,F,00069046856,Varenicline,CHANTIX,33,2020.5
FFSU,GA,2020,4,F,00069046856,Varenicline,CHANTIX,28,2020.75
MCOU,GA,2020,2,F,00069046856,Varenicline,CHANTIX,32,2020.25
MCOU,GA,2020,3,F,00069046856,Varenicline,CHANTIX,18,2020.5
MCOU,GA,2020,4,F,00069046856,Varenicline,CHANTIX,19,2020.75
MCOU,GA,2020,1,F,00069046856,Varenicline,CHANTIX,29,2020
MCOU,IA,2020,2,F,00069046856,Varenicline,CHANTIX,19,2020.25
MCOU,IA,2020,3,F,00069046856,Varenicline,CHANTIX,67,2020.5
MCOU,IA,2020,4,F,00069046856,Varenicline,CHANTIX,58,2020.75
MCOU,IA,2020,1,F,00069046856,Varenicline,CHANTIX,22,2020
FFSU,IL,2020,3,T,00069046856,Varenicline,CHANTIX,0,2020.5
FFSU,IL,2020,4,T,00069046856,Varenicline,CHANTIX,0,2020.75
FFSU,IL,2020,1,T,00069046856,Varenicline,CHANTIX,0,2020
FFSU,IL,2020,2,T,00069046856,Varenicline,CHANTIX,0,2020.25
MCOU,IL,2020,3,F,00069046856,Varenicline,CHANTIX,192,2020.5
MCOU,IL,2020,1,F,00069046856,Varenicline,CHANTIX,248,2020
MCOU,IL,2020,4,F,00069046856,Varenicline,CHANTIX,193,2020.75
MCOU,IL,2020,2,F,00069046856,Varenicline,CHANTIX,171,2020.25
FFSU,IN,2020,2,T,00069046856,Varenicline,CHANTIX,0,2020.25
FFSU,IN,2020,4,F,00069046856,Varenicline,CHANTIX,14,2020.75
FFSU,IN,2020,1,F,00069046856,Varenicline,CHANTIX,27,2020
FFSU,IN,2020,3,F,00069046856,Varenicline,CHANTIX,20,2020.5
MCOU,IN,2020,2,F,00069046856,Varenicline,CHANTIX,218,2020.25
MCOU,IN,2020,1,F,00069046856,Varenicline,CHANTIX,255,2020
MCOU,IN,2020,3,F,00069046856,Varenicline,CHANTIX,258,2020.5
MCOU,IN,2020,4,F,00069046856,Varenicline,CHANTIX,293,2020.75
MCOU,KS,2020,4,F,00069046856,Varenicline,CHANTIX,15,2020.75
MCOU,KS,2020,3,F,00069046856,Varenicline,CHANTIX,23,2020.5
MCOU,KS,2020,1,F,00069046856,Varenicline,CHANTIX,22,2020
MCOU,KS,2020,2,F,00069046856,Varenicline,CHANTIX,21,2020.25
FFSU,KY,2020,1,T,00069046856,Varenicline,CHANTIX,0,2020
FFSU,KY,2020,2,T,00069046856,Varenicline,CHANTIX,0,2020.25
FFSU,KY,2020,3,F,00069046856,Varenicline,CHANTIX,22,2020.5
FFSU,KY,2020,4,F,00069046856,Varenicline,CHANTIX,14,2020.75
MCOU,KY,2020,2,F,00069046856,Varenicline,CHANTIX,144,2020.25
MCOU,KY,2020,1,F,00069046856,Varenicline,CHANTIX,198,2020
MCOU,KY,2020,4,F,00069046856,Varenicline,CHANTIX,153,2020.75
MCOU,KY,2020,3,F,00069046856,Varenicline,CHANTIX,171,2020.5
FFSU,MD,2020,4,F,00069046856,Varenicline,CHANTIX,197,2020.75
FFSU,MD,2020,3,F,00069046856,Varenicline,CHANTIX,163,2020.5
FFSU,MD,2020,2,F,00069046856,Varenicline,CHANTIX,156,2020.25
FFSU,MD,2020,1,F,00069046856,Varenicline,CHANTIX,174,2020
FFSU,ME,2020,1,F,00069046856,Varenicline,CHANTIX,274,2020
FFSU,ME,2020,4,F,00069046856,Varenicline,CHANTIX,159,2020.75
FFSU,ME,2020,3,F,00069046856,Varenicline,CHANTIX,176,2020.5
FFSU,ME,2020,2,F,00069046856,Varenicline,CHANTIX,154,2020.25
FFSU,MI,2020,1,F,00069046856,Varenicline,CHANTIX,21,2020
FFSU,MI,2020,2,F,00069046856,Varenicline,CHANTIX,24,2020.25
FFSU,MI,2020,3,F,00069046856,Varenicline,CHANTIX,22,2020.5
FFSU,MI,2020,4,F,00069046856,Varenicline,CHANTIX,34,2020.75
MCOU,MI,2020,3,F,00069046856,Varenicline,CHANTIX,312,2020.5
MCOU,MI,2020,4,F,00069046856,Varenicline,CHANTIX,372,2020.75
MCOU,MI,2020,1,F,00069046856,Varenicline,CHANTIX,374,2020
MCOU,MI,2020,2,F,00069046856,Varenicline,CHANTIX,271,2020.25
FFSU,MN,2020,1,F,00069046856,Varenicline,CHANTIX,20,2020
FFSU,MN,2020,4,T,00069046856,Varenicline,CHANTIX,0,2020.75
FFSU,MN,2020,3,T,00069046856,Varenicline,CHANTIX,0,2020.5
FFSU,MN,2020,2,T,00069046856,Varenicline,CHANTIX,0,2020.25
MCOU,MN,2020,1,F,00069046856,Varenicline,CHANTIX,141,2020
MCOU,MN,2020,4,F,00069046856,Varenicline,CHANTIX,134,2020.75
MCOU,MN,2020,2,F,00069046856,Varenicline,CHANTIX,112,2020.25
MCOU,MN,2020,3,F,00069046856,Varenicline,CHANTIX,124,2020.5
FFSU,MO,2020,3,F,00069046856,Varenicline,CHANTIX,119,2020.5
FFSU,MO,2020,2,F,00069046856,Varenicline,CHANTIX,86,2020.25
FFSU,MO,2020,1,F,00069046856,Varenicline,CHANTIX,110,2020
FFSU,MO,2020,4,F,00069046856,Varenicline,CHANTIX,111,2020.75
FFSU,MS,2020,3,T,00069046856,Varenicline,CHANTIX,0,2020.5
FFSU,MS,2020,2,T,00069046856,Varenicline,CHANTIX,0,2020.25
FFSU,MS,2020,1,T,00069046856,Varenicline,CHANTIX,0,2020
MCOU,MS,2020,2,T,00069046856,Varenicline,CHANTIX,0,2020.25
MCOU,MS,2020,3,F,00069046856,Varenicline,CHANTIX,16,2020.5
MCOU,MS,2020,4,F,00069046856,Varenicline,CHANTIX,15,2020.75
MCOU,MS,2020,1,F,00069046856,Varenicline,CHANTIX,17,2020
FFSU,MT,2020,3,F,00069046856,Varenicline,CHANTIX,18,2020.5
FFSU,MT,2020,4,F,00069046856,Varenicline,CHANTIX,15,2020.75
FFSU,MT,2020,1,F,00069046856,Varenicline,CHANTIX,27,2020
FFSU,MT,2020,2,F,00069046856,Varenicline,CHANTIX,20,2020.25
FFSU,NC,2020,2,F,00069046856,Varenicline,CHANTIX,61,2020.25
FFSU,NC,2020,1,F,00069046856,Varenicline,CHANTIX,93,2020
FFSU,NC,2020,4,F,00069046856,Varenicline,CHANTIX,116,2020.75
FFSU,NC,2020,3,F,00069046856,Varenicline,CHANTIX,219,2020.5
FFSU,AR,2020,4,F,00069046856,Varenicline,CHANTIX,42,2020.75
FFSU,AR,2020,1,F,00069046856,Varenicline,CHANTIX,48,2020
FFSU,AR,2020,2,F,00069046856,Varenicline,CHANTIX,34,2020.25
FFSU,AR,2020,3,F,00069046856,Varenicline,CHANTIX,50,2020.5
MCOU,AR,2020,1,T,00069046856,Varenicline,CHANTIX,0,2020
MCOU,AR,2020,2,T,00069046856,Varenicline,CHANTIX,0,2020.25
MCOU,AR,2020,3,T,00069046856,Varenicline,CHANTIX,0,2020.5
MCOU,AR,2020,4,T,00069046856,Varenicline,CHANTIX,0,2020.75
FFSU,ND,2020,2,T,00069046856,Varenicline,CHANTIX,0,2020.25
FFSU,ND,2020,1,T,00069046856,Varenicline,CHANTIX,0,2020
FFSU,ND,2020,3,T,00069046856,Varenicline,CHANTIX,0,2020.5
FFSU,ND,2020,4,T,00069046856,Varenicline,CHANTIX,0,2020.75
FFSU,NM,2020,1,T,00069046856,Varenicline,CHANTIX,0,2020
FFSU,NM,2020,3,T,00069046856,Varenicline,CHANTIX,0,2020.5
FFSU,NM,2020,4,T,00069046856,Varenicline,CHANTIX,0,2020.75
MCOU,NM,2020,2,F,00069046856,Varenicline,CHANTIX,58,2020.25
MCOU,NM,2020,3,F,00069046856,Varenicline,CHANTIX,48,2020.5
MCOU,NM,2020,4,F,00069046856,Varenicline,CHANTIX,44,2020.75
FFSU,NV,2020,4,F,00069046856,Varenicline,CHANTIX,28,2020.75
FFSU,NV,2020,3,F,00069046856,Varenicline,CHANTIX,27,2020.5
FFSU,NV,2020,2,F,00069046856,Varenicline,CHANTIX,26,2020.25
FFSU,NV,2020,1,F,00069046856,Varenicline,CHANTIX,30,2020
MCOU,NV,2020,4,F,00069046856,Varenicline,CHANTIX,21,2020.75
MCOU,NV,2020,3,F,00069046856,Varenicline,CHANTIX,24,2020.5
MCOU,NV,2020,1,F,00069046856,Varenicline,CHANTIX,23,2020
MCOU,NV,2020,2,F,00069046856,Varenicline,CHANTIX,31,2020.25
FFSU,OH,2020,3,F,00069046856,Varenicline,CHANTIX,20,2020.5
FFSU,OH,2020,1,F,00069046856,Varenicline,CHANTIX,33,2020
FFSU,OH,2020,4,T,00069046856,Varenicline,CHANTIX,0,2020.75
FFSU,OH,2020,2,F,00069046856,Varenicline,CHANTIX,30,2020.25
MCOU,OH,2020,3,F,00069046856,Varenicline,CHANTIX,414,2020.5
MCOU,OH,2020,2,F,00069046856,Varenicline,CHANTIX,419,2020.25
MCOU,OH,2020,1,F,00069046856,Varenicline,CHANTIX,471,2020
MCOU,OH,2020,4,F,00069046856,Varenicline,CHANTIX,451,2020.75
FFSU,OK,2020,4,F,00069046856,Varenicline,CHANTIX,15,2020.75
FFSU,OK,2020,3,F,00069046856,Varenicline,CHANTIX,19,2020.5
FFSU,OK,2020,1,F,00069046856,Varenicline,CHANTIX,30,2020
FFSU,OK,2020,2,F,00069046856,Varenicline,CHANTIX,30,2020.25
FFSU,OR,2020,1,T,00069046856,Varenicline,CHANTIX,0,2020
FFSU,OR,2020,3,T,00069046856,Varenicline,CHANTIX,0,2020.5
FFSU,OR,2020,2,T,00069046856,Varenicline,CHANTIX,0,2020.25
FFSU,OR,2020,4,T,00069046856,Varenicline,CHANTIX,0,2020.75
MCOU,OR,2020,2,F,00069046856,Varenicline,CHANTIX,123,2020.25
MCOU,OR,2020,1,F,00069046856,Varenicline,CHANTIX,153,2020
MCOU,OR,2020,3,F,00069046856,Varenicline,CHANTIX,135,2020.5
MCOU,OR,2020,4,F,00069046856,Varenicline,CHANTIX,135,2020.75
FFSU,AZ,2020,4,T,00069046856,Varenicline,CHANTIX,0,2020.75
MCOU,AZ,2020,2,F,00069046856,Varenicline,CHANTIX,112,2020.25
MCOU,AZ,2020,1,F,00069046856,Varenicline,CHANTIX,140,2020
MCOU,AZ,2020,4,F,00069046856,Varenicline,CHANTIX,112,2020.75
MCOU,AZ,2020,3,F,00069046856,Varenicline,CHANTIX,100,2020.5
FFSU,PA,2020,2,T,00069046856,Varenicline,CHANTIX,0,2020.25
FFSU,PA,2020,3,T,00069046856,Varenicline,CHANTIX,0,2020.5
FFSU,PA,2020,1,T,00069046856,Varenicline,CHANTIX,0,2020
FFSU,PA,2020,4,T,00069046856,Varenicline,CHANTIX,0,2020.75
MCOU,PA,2020,1,F,00069046856,Varenicline,CHANTIX,424,2020
MCOU,PA,2020,4,F,00069046856,Varenicline,CHANTIX,373,2020.75
MCOU,PA,2020,2,F,00069046856,Varenicline,CHANTIX,370,2020.25
MCOU,PA,2020,3,F,00069046856,Varenicline,CHANTIX,389,2020.5
FFSU,SC,2020,2,T,00069046856,Varenicline,CHANTIX,0,2020.25
FFSU,SC,2020,3,T,00069046856,Varenicline,CHANTIX,0,2020.5
FFSU,SC,2020,4,T,00069046856,Varenicline,CHANTIX,0,2020.75
FFSU,SC,2020,1,T,00069046856,Varenicline,CHANTIX,0,2020
MCOU,SC,2020,1,F,00069046856,Varenicline,CHANTIX,57,2020
MCOU,SC,2020,4,F,00069046856,Varenicline,CHANTIX,29,2020.75
MCOU,SC,2020,2,F,00069046856,Varenicline,CHANTIX,55,2020.25
MCOU,SC,2020,3,F,00069046856,Varenicline,CHANTIX,40,2020.5
FFSU,SD,2020,1,T,00069046856,Varenicline,CHANTIX,0,2020
FFSU,SD,2020,4,T,00069046856,Varenicline,CHANTIX,0,2020.75
FFSU,SD,2020,3,T,00069046856,Varenicline,CHANTIX,0,2020.5
FFSU,SD,2020,2,T,00069046856,Varenicline,CHANTIX,0,2020.25
FFSU,TN,2020,4,F,00069046856,Varenicline,CHANTIX,66,2020.75
FFSU,TN,2020,1,F,00069046856,Varenicline,CHANTIX,95,2020
FFSU,TN,2020,3,F,00069046856,Varenicline,CHANTIX,70,2020.5
FFSU,TN,2020,2,F,00069046856,Varenicline,CHANTIX,64,2020.25
FFSU,TX,2020,3,T,00069046856,Varenicline,CHANTIX,0,2020.5
MCOU,TN,2020,2,T,00069046856,Varenicline,CHANTIX,0,2020.25
FFSU,TX,2020,2,T,00069046856,Varenicline,CHANTIX,0,2020.25
FFSU,TX,2020,1,T,00069046856,Varenicline,CHANTIX,0,2020
FFSU,TX,2020,4,T,00069046856,Varenicline,CHANTIX,0,2020.75
MCOU,TX,2020,2,F,00069046856,Varenicline,CHANTIX,195,2020.25
MCOU,TX,2020,1,F,00069046856,Varenicline,CHANTIX,196,2020
MCOU,TX,2020,4,F,00069046856,Varenicline,CHANTIX,177,2020.75
MCOU,TX,2020,3,F,00069046856,Varenicline,CHANTIX,212,2020.5
FFSU,UT,2020,4,F,00069046856,Varenicline,CHANTIX,13,2020.75
FFSU,UT,2020,1,T,00069046856,Varenicline,CHANTIX,0,2020
FFSU,UT,2020,3,T,00069046856,Varenicline,CHANTIX,0,2020.5
